t_rr_s,rr_s
308.255859375,0.59375
308.822265625,0.56640625
309.404296875,0.58203125
309.978515625,0.57421875
310.80859375,0.830078125
311.404296875,0.595703125
311.65625,0.251953125
311.970703125,0.314453125
312.357421875,0.38671875
312.9296875,0.572265625
313.50390625,0.57421875
314.087890625,0.583984375
314.896484375,0.80859375
315.43359375,0.537109375
315.990234375,0.556640625
316.341796875,0.3515625
316.890625,0.548828125
317.63671875,0.74609375
318.189453125,0.552734375
318.75,0.560546875
319.103515625,0.353515625
319.85546875,0.751953125
320.41015625,0.5546875
320.78125,0.37109375
321.33984375,0.55859375
321.896484375,0.556640625
322.458984375,0.5625
323.08984375,0.630859375
323.66015625,0.5703125
324.232421875,0.572265625
324.81640625,0.583984375
325.390625,0.57421875
325.95703125,0.56640625
326.5234375,0.56640625
327.296875,0.7734375
327.66796875,0.37109375
328.25390625,0.5859375
328.81640625,0.5625
329.384765625,0.568359375
329.94921875,0.564453125
330.513671875,0.564453125
331.287109375,0.7734375
331.552734375,0.265625
331.865234375,0.3125
332.1171875,0.251953125
332.462890625,0.345703125
333.033203125,0.5703125
333.572265625,0.5390625
334.197265625,0.625
334.76171875,0.564453125
335.140625,0.37890625
335.708984375,0.568359375
336.263671875,0.5546875
336.6953125,0.431640625
337.01171875,0.31640625
337.55859375,0.546875
338.107421875,0.548828125
338.65625,0.548828125
339.041015625,0.384765625
339.599609375,0.55859375
340.365234375,0.765625
340.9609375,0.595703125
341.40625,0.4453125
342.193359375,0.787109375
342.83203125,0.638671875
343.4375,0.60546875
344.2421875,0.8046875
344.83203125,0.58984375
345.41796875,0.5859375
345.82421875,0.40625
346.40625,0.58203125
347.193359375,0.787109375
347.794921875,0.6015625
348.244140625,0.44921875
348.921875,0.677734375
349.576171875,0.654296875
350.197265625,0.62109375
350.818359375,0.62109375
351.435546875,0.6171875
352.0390625,0.603515625
352.64453125,0.60546875
353.296875,0.65234375
353.9453125,0.6484375
354.556640625,0.611328125
355.150390625,0.59375
355.96484375,0.814453125
356.3203125,0.35546875
356.755859375,0.435546875
357.072265625,0.31640625
357.439453125,0.3671875
357.9921875,0.552734375
358.7578125,0.765625
359.197265625,0.439453125
359.77734375,0.580078125
360.345703125,0.568359375
360.943359375,0.59765625
361.56640625,0.623046875
362.1953125,0.62890625
362.80859375,0.61328125
363.4765625,0.66796875
364.224609375,0.748046875
364.927734375,0.703125
365.5546875,0.626953125
366.16796875,0.61328125
366.810546875,0.642578125
367.505859375,0.6953125
368.123046875,0.6171875
368.71875,0.595703125
369.3125,0.59375
369.9765625,0.6640625
370.716796875,0.740234375
371.3671875,0.650390625
371.96875,0.6015625
372.564453125,0.595703125
373.162109375,0.59765625
373.8125,0.650390625
374.490234375,0.677734375
375.099609375,0.609375
375.69921875,0.599609375
376.361328125,0.662109375
377.1484375,0.787109375
377.810546875,0.662109375
378.42578125,0.615234375
379.02734375,0.6015625
379.638671875,0.611328125
380.265625,0.626953125
380.90234375,0.63671875
381.50390625,0.6015625
382.107421875,0.603515625
382.736328125,0.62890625
383.35546875,0.619140625
383.939453125,0.583984375
384.5234375,0.583984375
385.29296875,0.76953125
385.669921875,0.376953125
386.2421875,0.572265625
386.80859375,0.56640625
387.38671875,0.578125
387.986328125,0.599609375
388.5546875,0.568359375
389.126953125,0.572265625
389.69921875,0.572265625
390.2734375,0.57421875
390.83984375,0.56640625
391.609375,0.76953125
391.984375,0.375
392.544921875,0.560546875
393.1015625,0.556640625
393.66015625,0.55859375
394.220703125,0.560546875
394.828125,0.607421875
395.40625,0.578125
395.97265625,0.56640625
396.548828125,0.576171875
397.333984375,0.78515625
397.7265625,0.392578125
398.296875,0.5703125
398.859375,0.5625
399.427734375,0.568359375
399.986328125,0.55859375
400.537109375,0.55078125
401.0859375,0.548828125
401.63671875,0.55078125
402.193359375,0.556640625
402.75390625,0.560546875
403.302734375,0.548828125
404.048828125,0.74609375
404.41796875,0.369140625
404.98046875,0.5625
405.541015625,0.560546875
406.09375,0.552734375
406.6484375,0.5546875
407.208984375,0.560546875
407.798828125,0.58984375
408.40625,0.607421875
408.98046875,0.57421875
409.556640625,0.576171875
410.37109375,0.814453125
410.771484375,0.400390625
411.384765625,0.61328125
411.998046875,0.61328125
412.591796875,0.59375
413.1796875,0.587890625
413.9921875,0.8125
414.556640625,0.564453125
414.828125,0.271484375
415.142578125,0.314453125
415.44921875,0.306640625
415.802734375,0.353515625
416.146484375,0.34375
416.728515625,0.58203125
417.3125,0.583984375
417.88671875,0.57421875
418.447265625,0.560546875
418.888671875,0.44140625
419.203125,0.314453125
419.798828125,0.595703125
420.3828125,0.583984375
421.017578125,0.634765625
421.390625,0.373046875
422.17578125,0.78515625
422.55078125,0.375
423.138671875,0.587890625
423.953125,0.814453125
424.427734375,0.474609375
425.0390625,0.611328125
425.630859375,0.591796875
426.21484375,0.583984375
426.8046875,0.58984375
427.3671875,0.5625
427.9375,0.5703125
428.501953125,0.564453125
429.068359375,0.56640625
429.650390625,0.58203125
430.216796875,0.56640625
430.962890625,0.74609375
431.56640625,0.603515625
431.931640625,0.365234375
432.517578125,0.5859375
433.080078125,0.5625
433.849609375,0.76953125
434.4140625,0.564453125
434.783203125,0.369140625
435.3515625,0.568359375
436.11328125,0.76171875
436.509765625,0.396484375
437.125,0.615234375
437.712890625,0.587890625
438.29296875,0.580078125
438.89453125,0.6015625
439.513671875,0.619140625
440.11328125,0.599609375
440.703125,0.58984375
441.330078125,0.626953125
442.00390625,0.673828125
442.62890625,0.625
443.23828125,0.609375
443.83984375,0.6015625
444.498046875,0.658203125
445.1328125,0.634765625
445.732421875,0.599609375
446.3203125,0.587890625
446.80078125,0.48046875
447.109375,0.30859375
447.42578125,0.31640625
447.701171875,0.275390625
448.3125,0.611328125
448.67578125,0.36328125
449.0703125,0.39453125
449.4609375,0.390625
450.041015625,0.580078125
450.62890625,0.587890625
451.21875,0.58984375
451.611328125,0.392578125
452.21875,0.607421875
453.025390625,0.806640625
453.65234375,0.626953125
454.2578125,0.60546875
454.6640625,0.40625
455.2890625,0.625
455.912109375,0.623046875
456.712890625,0.80078125
457.107421875,0.39453125
457.908203125,0.80078125
458.513671875,0.60546875
458.802734375,0.2890625
459.1171875,0.314453125
459.505859375,0.388671875
460.0859375,0.580078125
460.671875,0.5859375
461.267578125,0.595703125
461.857421875,0.58984375
462.455078125,0.59765625
463.087890625,0.6328125
463.712890625,0.625
464.31640625,0.603515625
464.91015625,0.59375
465.517578125,0.607421875
466.125,0.607421875
466.724609375,0.599609375
467.515625,0.791015625
468.11328125,0.59765625
468.525390625,0.412109375
469.353515625,0.828125
469.732421875,0.37890625
470.537109375,0.8046875
470.92578125,0.388671875
471.392578125,0.466796875
471.70703125,0.314453125
472.103515625,0.396484375
472.888671875,0.78515625
473.26953125,0.380859375
474.041015625,0.771484375
474.654296875,0.61328125
475.193359375,0.5390625
475.572265625,0.37890625
476.1328125,0.560546875
476.6953125,0.5625
477.4921875,0.796875
478.0859375,0.59375
478.466796875,0.380859375
479.033203125,0.56640625
479.623046875,0.58984375
480.125,0.501953125
480.666015625,0.541015625
480.98046875,0.314453125
481.376953125,0.396484375
481.984375,0.607421875
482.56640625,0.58203125
483.1484375,0.58203125
483.748046875,0.599609375
484.359375,0.611328125
484.9921875,0.6328125
485.595703125,0.603515625
486.41015625,0.814453125
486.849609375,0.439453125
487.505859375,0.65625
488.146484375,0.640625
488.75390625,0.607421875
489.5546875,0.80078125
489.970703125,0.416015625
490.552734375,0.58203125
491.154296875,0.6015625
491.7734375,0.619140625
492.359375,0.5859375
492.82421875,0.46484375
493.140625,0.31640625
493.53515625,0.39453125
494.158203125,0.623046875
494.75,0.591796875
495.330078125,0.580078125
495.90625,0.576171875
496.5078125,0.6015625
497.15234375,0.64453125
497.796875,0.64453125
498.408203125,0.611328125
499.03125,0.623046875
499.65625,0.625
500.279296875,0.623046875
500.884765625,0.60546875
501.48828125,0.603515625
502.087890625,0.599609375
502.736328125,0.6484375
503.32421875,0.587890625
503.734375,0.41015625
504.00390625,0.26953125
504.32421875,0.3203125
504.70703125,0.3828125
504.974609375,0.267578125
505.291015625,0.31640625
505.662109375,0.37109375
506.427734375,0.765625
506.70703125,0.279296875
506.98046875,0.2734375
507.54296875,0.5625
508.103515625,0.560546875
508.48046875,0.376953125
509.044921875,0.564453125
509.61328125,0.568359375
510.3984375,0.78515625
510.84765625,0.44921875
511.453125,0.60546875
512.0625,0.609375
512.6796875,0.6171875
513.3671875,0.6875
514.052734375,0.685546875
514.751953125,0.69921875
515.3671875,0.615234375
516.17578125,0.80859375
516.587890625,0.412109375
517.43359375,0.845703125
517.787109375,0.353515625
518.375,0.587890625
519.140625,0.765625
519.501953125,0.361328125
520.26953125,0.767578125
520.8515625,0.58203125
521.232421875,0.380859375
522.00390625,0.771484375
522.580078125,0.576171875
523.16796875,0.587890625
523.744140625,0.576171875
524.115234375,0.37109375
524.568359375,0.453125
524.884765625,0.31640625
525.462890625,0.578125
526.076171875,0.61328125
526.455078125,0.37890625
527.23046875,0.775390625
527.85546875,0.625
528.232421875,0.376953125
528.806640625,0.57421875
529.5859375,0.779296875
530.16796875,0.58203125
530.5390625,0.37109375
531.3125,0.7734375
531.943359375,0.630859375
532.572265625,0.62890625
532.9609375,0.388671875
533.544921875,0.583984375
534.330078125,0.78515625
534.775390625,0.4453125
535.41796875,0.642578125
536.044921875,0.626953125
536.87890625,0.833984375
537.28515625,0.40625
537.904296875,0.619140625
538.529296875,0.625
539.138671875,0.609375
539.97265625,0.833984375
540.37890625,0.40625
540.978515625,0.599609375
541.794921875,0.81640625
542.181640625,0.38671875
542.84375,0.662109375
543.443359375,0.599609375
544.044921875,0.6015625
544.724609375,0.6796875
545.58984375,0.865234375
546.33203125,0.7421875
546.98046875,0.6484375
547.599609375,0.619140625
548.271484375,0.671875
549.052734375,0.78125
549.400390625,0.34765625
549.9453125,0.544921875
550.599609375,0.654296875
551.2265625,0.626953125
551.830078125,0.603515625
552.505859375,0.67578125
553.318359375,0.8125
554.052734375,0.734375
554.716796875,0.6640625
555.373046875,0.65625
556.021484375,0.6484375
556.8828125,0.861328125
557.498046875,0.615234375
557.892578125,0.39453125
558.478515625,0.5859375
559.267578125,0.7890625
559.86328125,0.595703125
560.208984375,0.345703125
560.76953125,0.560546875
561.556640625,0.787109375
562.162109375,0.60546875
562.765625,0.603515625
563.328125,0.5625
563.6953125,0.3671875
564.16015625,0.46484375
564.47265625,0.3125
564.86328125,0.390625
565.271484375,0.408203125
566.04296875,0.771484375
566.60546875,0.5625
567.052734375,0.447265625
567.373046875,0.3203125
567.748046875,0.375
568.3125,0.564453125
568.8671875,0.5546875
569.40625,0.5390625
569.939453125,0.533203125
570.46484375,0.525390625
570.990234375,0.525390625
571.5234375,0.533203125
572.0546875,0.53125
572.63671875,0.58203125
573.1953125,0.55859375
573.736328125,0.541015625
574.2578125,0.521484375
574.80078125,0.54296875
575.328125,0.52734375
575.84765625,0.51953125
576.361328125,0.513671875
576.873046875,0.51171875
577.390625,0.517578125
577.916015625,0.525390625
578.439453125,0.5234375
578.9609375,0.521484375
579.494140625,0.533203125
580.076171875,0.58203125
580.6640625,0.587890625
581.28515625,0.62109375
581.87890625,0.59375
582.46484375,0.5859375
583.048828125,0.583984375
583.642578125,0.59375
584.244140625,0.6015625
584.859375,0.615234375
585.46875,0.609375
586.076171875,0.607421875
586.673828125,0.59765625
587.240234375,0.56640625
587.80078125,0.560546875
588.3515625,0.55078125
588.91015625,0.55859375
589.484375,0.57421875
590.056640625,0.572265625
590.6328125,0.576171875
591.1953125,0.5625
591.75,0.5546875
592.3046875,0.5546875
592.861328125,0.556640625
593.416015625,0.5546875
594.087890625,0.671875
594.708984375,0.62109375
595.314453125,0.60546875
595.931640625,0.6171875
596.583984375,0.65234375
597.265625,0.681640625
597.904296875,0.638671875
598.53515625,0.630859375
599.162109375,0.626953125
599.80078125,0.638671875
600.552734375,0.751953125
601.208984375,0.65625
601.83984375,0.630859375
602.490234375,0.650390625
603.333984375,0.84375
603.91796875,0.583984375
604.517578125,0.599609375
605.076171875,0.55859375
605.46484375,0.388671875
606.0390625,0.57421875
606.81640625,0.77734375
607.19921875,0.3828125
607.7734375,0.57421875
608.34765625,0.57421875
608.9296875,0.58203125
609.505859375,0.576171875
610.080078125,0.57421875
610.658203125,0.578125
611.4765625,0.818359375
612.064453125,0.587890625
612.4921875,0.427734375
613.107421875,0.615234375
613.7109375,0.603515625
614.3046875,0.59375
615.115234375,0.810546875
615.658203125,0.54296875
616.05078125,0.392578125
616.619140625,0.568359375
617.19921875,0.580078125
617.775390625,0.576171875
618.369140625,0.59375
618.943359375,0.57421875
619.51953125,0.576171875
620.1015625,0.58203125
620.705078125,0.603515625
621.29296875,0.587890625
621.86328125,0.5703125
622.4375,0.57421875
622.884765625,0.447265625
623.201171875,0.31640625
623.568359375,0.3671875
624.353515625,0.78515625
624.9140625,0.560546875
625.470703125,0.556640625
626.0234375,0.552734375
626.587890625,0.564453125
626.939453125,0.3515625
627.72265625,0.783203125
628.322265625,0.599609375
628.939453125,0.6171875
629.330078125,0.390625
629.951171875,0.62109375
630.583984375,0.6328125
631.189453125,0.60546875
632.0,0.810546875
632.4296875,0.4296875
633.05078125,0.62109375
633.65234375,0.6015625
634.248046875,0.595703125
634.890625,0.642578125
635.60546875,0.71484375
636.21484375,0.609375
636.828125,0.61328125
637.494140625,0.666015625
638.177734375,0.68359375
638.892578125,0.71484375
639.54296875,0.650390625
640.1953125,0.65234375
641.052734375,0.857421875
641.37109375,0.318359375
641.87890625,0.5078125
642.525390625,0.646484375
643.16015625,0.634765625
643.857421875,0.697265625
644.609375,0.751953125
645.26171875,0.65234375
645.900390625,0.638671875
646.62890625,0.728515625
647.423828125,0.794921875
647.7421875,0.318359375
648.248046875,0.505859375
648.90234375,0.654296875
649.552734375,0.650390625
650.232421875,0.6796875
651.0234375,0.791015625
651.80859375,0.78515625
652.4765625,0.66796875
653.123046875,0.646484375
653.7734375,0.650390625
654.58984375,0.81640625
655.32421875,0.734375
656.0,0.67578125
656.638671875,0.638671875
657.25390625,0.615234375
657.861328125,0.607421875
658.48828125,0.626953125
659.16796875,0.6796875
659.79296875,0.625
660.41015625,0.6171875
661.103515625,0.693359375
661.8046875,0.701171875
662.482421875,0.677734375
663.14453125,0.662109375
663.904296875,0.759765625
664.580078125,0.67578125
665.22265625,0.642578125
665.880859375,0.658203125
666.5703125,0.689453125
667.275390625,0.705078125
667.92578125,0.650390625
668.62890625,0.703125
669.35546875,0.7265625
670.068359375,0.712890625
